0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
1	99.4794	95.5308	105.286	100.264	96.3172	97.2783	95.0817	102.092	95.5856	100.237	94.6168	104.538	102.904	101.927	103.08	99.6844	99.2912	104.172	100.458	100.666	96.0169	101.743	103.669	101.563	100.232	99.0883	99.5534	98.2898	99.615	104.307	105.049	97.8025	98.9232	98.0485	98.9644	98.3313	103.398	100.81	107.053	100.728	101.849	106.386	101.937	98.9803	97.4114	102.904	103.146	98.1167	99.019	99.2655	102.716	96.7545	100.216	96.6196	96.8271	97.0608	100.888	96.8015	95.5235	95.1108	96.2319	101.44	96.6308	101.194	97.5801	99.7023	101.01	95.9491	100.283	95.8483	102.513	98.9128	96.1272	99.5824	97.6715	98.5954	99.9003	99.8865	98.4019	96.7214	
2	102.454	97.7675	106.679	98.8094	94.6098	103.111	94.8176	105.018	102.393	98.7729	95.914	103.174	101.274	100.289	102.241	95.7111	102.743	105.88	99.0543	100.016	98.5744	101.331	102.95	96.8662	108.289	96.9317	97.6	98.5062	99.9881	107.045	102.503	93.3853	99.4287	100.381	95.2026	95.856	102.694	96.3992	107.551	103.261	100.21	106.893	100.136	102.509	104.854	105.479	104.755	96.8193	101.286	103.06	98.4051	96.6719	104.339	97.9976	96.7475	98.7933	99.4149	97.5176	97.1279	100.029	93.7384	99.3889	98.2592	104.821	96.2441	99.7823	105.311	95.9927	97.8647	95.2799	100.3	95.6416	97.5206	101.26	98.0241	97.6525	95.6213	97.2915	100.723	95.503	
3	96.9341	93.238	113.98	99.3134	93.9641	102.093	90.0012	106.254	104.306	99.1976	92.5022	104.187	96.3985	100.731	102.586	97.7538	96.4803	105.04	97.7647	99.5981	101.414	97.325	101.213	97.1555	103.236	98.9574	98.8713	95.0523	103.049	109.151	105.928	96.0736	105.184	100.023	95.3036	97.8532	105.482	92.7876	109.678	101.541	98.1667	106.516	102.166	101.551	102.006	108.849	104.364	95.1046	101.305	105.525	98.4252	94.6039	101.294	95.4294	97.5246	100.208	99.4784	98.0875	99.1266	101.715	96.992	98.2421	98.7124	102.763	99.0984	98.6072	110.771	93.289	99.7655	97.1949	95.2321	95.4584	95.6051	101.235	98.7365	95.8549	95.4215	97.2882	102.369	95.6739	
4	98.5641	92.9681	112.33	92.4005	90.1397	101.731	93.8305	108.406	103.058	101.87	93.5835	107.326	102.333	97.6459	101.436	95.6864	101.103	108.921	98.0969	96.8736	97.5309	95.9455	102.911	97.0345	101.761	100.512	100.944	96.5908	105.241	112.869	106.802	93.7334	102.231	98.9231	93.4362	100.597	101.272	92.5745	116.863	101.616	102.946	102.211	98.9724	104.785	105.248	104.291	102.046	92.0253	100.696	102.15	101.624	95.6557	99.9368	97.5306	97.1261	99.6339	99.2437	97.5687	102.383	105.34	92.1145	96.3161	95.1506	108.88	100.689	99.8551	117.15	90.7794	94.4363	97.6815	93.6495	99.1758	96.198	100.32	94.9967	93.9856	96.3067	99.7056	108.811	91.5338	
5	100.718	91.7631	114.647	95.4517	90.1407	100.052	90.2254	116.431	108.822	99.5806	89.3509	94.4016	102.798	97.6704	97.0584	95.2437	97.861	114.133	100.734	103.566	95.5447	95.3756	103.632	96.1909	96.6353	101.513	101.845	100.077	113.35	114.389	106.786	87.8529	100.425	99.5347	88.5683	102.414	98.7628	89.8985	118.323	98.1231	99.0695	106.512	102.794	107.001	105.148	105.579	99.7056	87.9902	103.59	104.64	103.227	94.0241	99.4914	94.6125	100.862	98.1165	96.8586	95.2558	99.5582	106.083	94.9976	96.0616	93.3632	106.938	96.7647	101.05	118.867	96.5046	90.8646	101.993	91.2738	98.7244	96.2809	100.432	102.06	96.0139	96.5426	102.61	110.591	93.8755	
6	101.126	94.0745	118.491	95.4178	85.9338	101.036	90.6425	116.26	109.225	99.0933	90.3934	92.5797	108.086	103.386	101.279	98.9005	96.4726	113.465	101.426	106.835	96.7393	93.2034	104.518	94.7129	95.1513	100.728	104.971	102.329	114.644	113.689	107.577	90.4125	99.1887	101.555	90.4309	105.387	99.1555	91.6796	121.145	94.652	103.785	105.245	102	110.675	103.538	104.643	100.549	82.7571	98.4884	108.101	104.482	93.6165	105.161	96.3276	98.2603	98.1479	94.2345	95.8627	98.1554	106.966	99.3906	92.9145	90.1217	106.693	100.736	99.5997	123.717	96.6756	89.1867	108.094	92.3499	97.8547	96.7536	109.021	105.319	96.2676	100.348	103.339	112.466	91.4257	
7	100.724	96.2619	119.156	96.6457	87.1023	102.353	88.7201	114.816	105.783	99.8571	84.4587	91.3236	108.87	102.886	102.491	98.471	96.3497	115.804	104.176	106.823	98.5702	87.2937	107.531	93.1872	92.1722	103.823	107.967	100.495	119.026	114.947	110.673	88.4482	103.913	103.592	86.1696	107.721	94.1658	91.2293	125.377	101.4	104.988	103.669	101.308	114.038	105.365	100.732	100.807	82.4703	99.0384	112.47	109.587	97.2836	107.967	93.0231	100.727	97.8565	94.2159	98.3461	96.033	107.545	96.5961	91.9073	91.7729	107.061	105.602	104.617	124.115	96.7328	89.6624	105.937	92.8966	96.79	95.7293	108.642	109.697	98.7692	93.1135	107.95	114.827	94.1735	
8	99.7081	98.29	119.459	99.2408	88.5878	104.441	95.0754	118.809	109.545	99.176	83.4156	90.7777	105.849	102.783	105.631	99.7465	92.5578	118.039	104.578	106.832	98.7048	88.998	103.597	92.5798	89.782	104.874	110.144	102.508	115.481	112.053	111.547	89.6761	104.146	102.615	87.8633	107.138	93.5484	91.4175	126.432	101.727	102.014	104.714	100.29	115.065	104.604	100.528	105.013	83.089	97.1127	110.39	112.918	95.1295	103.744	92.4697	99.8907	99.4834	91.5693	100.269	95.1844	107.564	106.278	92.1294	93.8472	106.666	106.063	105.961	123.508	94.0724	86.5228	101.894	95.2391	92.6387	95.6481	104.647	105.815	97.7801	88.2825	115.32	112.462	94.1001	
9	97.391	103.653	117.364	102.068	93.3814	104.554	90.6767	118.717	112.109	102.955	87.0089	89.9804	106.215	99.6097	108.73	100.703	92.6768	119.529	104.393	109.447	105.797	92.3202	104.653	89.4181	88.7476	102.787	113.436	99.3702	116.388	112.636	117.129	87.736	105.763	106.966	86.8312	109.704	94.3804	92.5272	128.02	100.95	102.434	103.92	105.269	120.173	106.551	98.0684	102.857	84.3477	101.931	113.331	117.258	94.9959	109.44	96.4669	95.3563	97.6591	94.6449	100.719	94.4264	104.794	105.187	93.4921	94.1958	111.753	104.643	106.533	122.826	98.5179	88.3224	105.307	96.6836	91.9022	98.0565	101.067	103.963	104.262	86.5383	115.54	112.089	93.5327	
