1	5.20863	94.6327
1	34.4688	64.4815
1	0	109.145
1	0	100.669
1	42.1648	56.5511
1	0	106.506
1	23.2609	76.0307
1	28.589	70.5403
1	4.47684	95.3868
1	40.8387	57.9176
1	0	134.413
1	15.6387	83.8851
1	6.31322	93.4945
1	0	134.108
1	8.7042	91.0307
1	0	114.785
1	10.6324	89.0438
1	0	122.08
1	0	112.585
1	0	111.275
1	0	132.249
1	0	128.39
1	0	120.407
1	0	115.656
1	0	129.056
1	0	106.046
1	34.3132	64.6418
1	17.1822	82.2945
1	0	121.315
1	19.2958	80.1166
1	0	125.521
1	0	109.485
1	10.0961	89.5964
1	0.0372387	99.9616
1	0	114.083
1	4.81082	95.0427
1	1.59516	98.3563
1	0	109.379
1	5.00919	94.8383
1	22.3664	76.9524
1	2.39502	97.532
1	0	101.583
1	0	131.359
1	0	112.684
1	5.79745	94.026
1	7.00097	92.7858
1	23.4846	75.8002
1	0	123.519
1	0	105.991
1	0	152.005
1	31.246	67.8024
1	0	121.44
1	0	127.449
1	11.5616	88.0863
1	3.45858	96.4361
1	18.5482	80.8869
1	0	104.43
1	0	102.901
1	0	125.34
1	4.86885	94.9829
1	38.3378	60.4946
1	23.2816	76.0094
1	0	127.292
1	7.37916	92.3961
1	6.22688	93.5835
1	0	109.022
1	21.5432	77.8007
1	0	132.279
1	14.838	84.7101
1	0	103.853
1	0	138.569
1	25.1808	74.0524
1	8.58312	91.1555
1	0.820678	99.1543
1	6.95021	92.8381
1	27.8913	71.2593
1	19.2704	80.1427
1	34.3275	64.6271
1	0	115.252
1	28.2589	70.8805
1	35.6964	63.2165
1	1.02084	98.9481
1	16.6187	82.8752
1	10.98	88.6856
1	7.30799	92.4695
1	1.19425	98.7694
1	36.6457	62.2383
1	32.6082	66.3987
1	7.25226	92.5269
1	0	105.788
1	0	103.73
1	16.4002	83.1003
1	0	118.182
1	1.84006	98.1039
1	4.37305	95.4938
1	6.39183	93.4135
1	1.72142	98.2262
1	20.6576	78.7132
1	3.59559	96.2949
1	0.898884	99.0737
1	6.54179	93.259
1	14.8346	84.7136
1	28.7954	70.3276
1	16.2449	83.2604
1	12.8439	86.765
1	0	103.211
1	1.58462	98.3671
1	23.2366	76.0557
1	0	101.504
1	0	104.954
1	22.5708	76.7418
1	15.1973	84.3399
1	3.01683	96.8913
1	14.8007	84.7485
1	15.7696	83.7502
1	47.9494	50.5903
1	28.5016	70.6304
1	0	157.154
1	18.207	81.2385
1	21.4346	77.9126
1	0	123.275
1	13.5671	86.0197
1	12.8948	86.7125
1	0	109.813
1	0	124.049
1	0	138.309
1	0	101.802
1	40.255	58.519
1	0	106.556
1	0	109.623
1	10.7682	88.9038
1	0	118.667
1	12.5357	87.0825
1	0	101.113
1	0	107.608
1	6.53548	93.2655
1	13.6464	85.938
1	24.1242	75.1411
1	0	123.387
1	23.1216	76.1742
1	23.6448	75.6351
1	0	112.843
1	17.4452	82.0235
1	33.7619	65.2099
1	12.7623	86.849
1	32.8373	66.1626
1	3.8368	96.0464
1	0	125.945
1	0	146.447
1	0	121.483
1	16.6954	82.7962
1	36.4467	62.4433
1	13.8196	85.7595
1	27.333	71.8345
1	0	110.874
1	0	112.209
1	2.9302	96.9806
1	0	119.336
1	4.81732	95.036
1	0	127.832
1	0	114.66
1	0	108.385
1	12.8415	86.7674
1	17.4993	81.9678
1	13.2472	86.3494
1	2.66435	97.2545
1	17.1012	82.3779
1	5.48718	94.3457
1	19.1092	80.3088
1	0	103.878
