25	200	2000	4.60517	3.89071	0.0244096	5.09587	0.0734593	3.85068	5.21634	4.49329	0.151967	9.93
25	400	4000	4.60517	3.92358	0.0153837	4.95634	0.0484568	3.89835	5.03581	4.43996	0.128093	27.26
25	800	8000	4.60517	4.01129	0.0152011	4.8935	0.0297356	3.98636	4.94227	4.45239	0.107347	101.66
25	1600	16000	4.60517	4.04824	0.00876377	4.79954	0.0193948	4.03386	4.83135	4.42389	0.0901341	397.22
25	200	2000	4.60517	3.8716	0.0232069	5.30023	0.0660635	3.83354	5.40858	4.58592	0.171725	8.89
25	1600	16000	4.60517	4.06563	0.00955212	4.73127	0.0205389	4.04997	4.76496	4.39845	0.0812778	336.77
25	100	1000	4.60517	3.72864	0.0301067	5.46033	0.128015	3.67927	5.67027	4.59448	0.216673	4.34
25	200	2000	4.60517	3.88257	0.021666	5.31823	0.0714363	3.84704	5.43539	4.6004	0.172631	8.74
5	200	2000	4.60517	3.8391	0.0267192	5.20582	0.138291	3.79528	5.43262	4.52246	0.181023	2.05
5	200	2000	4.60517	3.99144	0.0445609	5.06231	0.0474324	3.91836	5.14009	4.52687	0.134942	1.84
5	3200	32000	4.60517	4.1	0.0207701	4.60722	0.0296572	4.06594	4.65586	4.35361	0.0677513	265.1
25	800	8000	4.60517	3.99781	0.0132218	4.8858	0.0356146	3.97613	4.94421	4.44181	0.108973	85.91
25	100	1000	4.60517	3.77984	0.0334401	5.52238	0.127982	3.725	5.73227	4.65111	0.215784	3.77
25	100	1000	4.60517	3.75313	0.028047	5.38112	0.124322	3.70713	5.585	4.56712	0.205586	3.85
25	800	8000	4.60517	3.99469	0.0123588	4.86841	0.0199935	3.97442	4.90119	4.43155	0.104566	85.91
25	800	8000	4.60517	4.02749	0.0111981	4.81599	0.0184597	4.00912	4.84626	4.42174	0.0946619	86.03
25	400	4000	4.60517	3.96186	0.0150145	5.09886	0.0475931	3.93724	5.17692	4.53036	0.136819	23.7
25	100	4000	4.60517	3.73991	0.0166126	5.58351	0.12219	3.71266	5.7839	4.66171	0.222155	5.4
25	100	4000	4.60517	3.79627	0.0172065	5.63244	0.103785	3.76805	5.80264	4.71435	0.215788	6.1
25	100	4000	4.60517	3.76407	0.0169824	5.44269	0.119848	3.73622	5.63924	4.60338	0.206698	5.66
1	100	1	4.60517	0	0	5.33763	0	0	5.33763	2.66881	1	0.26
1	100	1	4.60517	8.89322	0	6.27829	0	8.89322	6.27829	7.58575	-0.172358	0.14
5	800	8000	4.60517	4.00176	0.0227415	4.93027	0.0798797	3.96446	5.06127	4.46601	0.122795	16.92
5	800	8000	4.60517	3.94316	0.0167672	4.23425	0.0501979	3.91566	4.31657	4.08871	0.0490268	15.44
25	800	8000	4.60517	3.92144	0.011719	4.1698	0.0320202	3.90222	4.22231	4.04562	0.0395608	76.73
25	800	8000	4.60517	3.93144	0.010594	4.19895	0.0224457	3.91406	4.23576	4.06519	0.0395673	76.66
25	800	8000	4.60517	4.00705	0.0147787	4.3371	0.0319105	3.98281	4.38943	4.17207	0.0487315	68.58
25	3200	32000	4.60517	4.10313	0.00564255	4.61428	0.0153848	4.09388	4.63951	4.35871	0.0625903	1012.11
25	100	100	4.60517	3.81618	0.0739562	5.47739	0.11396	3.69489	5.66428	4.64678	0.211909	9.84
25	100	100	4.60517	3.80455	0.0673575	5.32191	0.106989	3.69409	5.49737	4.56323	0.197588	9.5
25	100	500	4.60517	3.78061	0.0440827	5.36019	0.121509	3.70832	5.55947	4.5704	0.202515	9.98
25	100	1000	4.60517	3.82854	0.0263628	5.34579	0.1051	3.7853	5.51816	4.58717	0.188881	10.12
25	100	32000	4.60517	3.75761	0.0104946	5.55618	0.13507	3.7404	5.7777	4.6569	0.21874	26.78
25	200	8000	4.60517	3.88581	0.0113837	5.3162	0.0814147	3.86714	5.44972	4.60101	0.171982	85.61
25	10	10	4.60517	3.71972	0.322772	-nan	-nan	3.19037	-nan	-nan	-nan	2.27
25	5	5	4.60517	4.19645	0.482461	-nan	-nan	3.40521	-nan	-nan	-nan	2.21
25	5	5	4.60517	2.91172	0.296949	-nan	-nan	2.42473	-nan	-nan	-nan	2.3
25	5	5	4.60517	2.98508	0.317437	-nan	-nan	2.46449	-nan	-nan	-nan	2.29
25	5	5	4.60517	3.18172	0.367272	6.74418	0.853448	2.57939	8.14384	4.96295	0.560598	2.28
25	100	1000	4.60517	3.74512	0.0307441	5.42231	0.139984	3.6947	5.65188	4.58372	0.213493	3.06
25	400	4000	4.60517	3.96808	0.0210719	5.03108	0.0461301	3.93352	5.10673	4.49958	0.130369	11.37
25	400	4000	4.60517	3.94384	0.0183667	5.022	0.0408213	3.91372	5.08895	4.48292	0.131079	11.35
25	800	8000	4.60517	4.00275	0.0152414	4.90949	0.034698	3.97775	4.9664	4.45612	0.110931	36.67
25	1600	16000	4.60517	4.06566	0.00722871	4.71661	0.0192891	4.0538	4.74824	4.39113	0.0790732	131.9
25	3200	32000	4.60517	4.10223	0.00578819	4.61122	0.0110741	4.09274	4.62939	4.35673	0.0615884	512.54
