10	86.0122	0	4.45449	6.92831e-310
10	42.7912	0	3.75633	6.92831e-310
10	118.781	18.2258	4.77728	6.92831e-310
10	37.08	0	3.61308	6.92831e-310
10	129.092	28.2322	4.86053	6.92831e-310
10	95.4498	0	4.5586	6.92831e-310
10	145.751	44.3985	4.9819	0
10	169.848	67.7832	5.1349	0
10	76.6381	0	4.33909	0
10	76.9037	0	4.34255	0
10	71.6767	0	4.27217	0
10	107.093	6.88303	4.67369	0
10	97.5018	0	4.57987	0
10	152.635	51.0792	5.02805	0
10	65.6244	0	4.18395	0
10	77.1219	0	4.34539	0
10	130.189	29.297	4.86899	0
10	182.785	80.3384	5.20831	0
10	55.0013	0	4.00736	0
10	174.935	72.7206	5.16442	0
10	133.153	32.1735	4.8915	0
10	154.19	52.5883	5.03818	0
10	66.3398	0	4.19479	0
10	80.7777	0	4.3917	0
10	41.766	0	3.73208	0
10	96.0303	0	4.56466	0
10	125.18	24.4358	4.82975	0
10	65.2701	0	4.17853	0
10	193.207	90.452	5.26376	0
10	89.8716	0	4.49838	0
10	57.7793	0	4.05663	0
10	148.755	47.3145	5.0023	0
10	90.6695	0	4.50722	0
10	90.4128	0	4.50439	0
10	119.258	18.6887	4.78129	0
10	166.176	64.2207	5.11305	0
10	148.362	46.9328	4.99966	0
10	144.177	42.8713	4.97104	0
10	203.179	100.129	5.31409	0
10	92.014	0	4.52194	0
10	73.0938	0	4.29174	0
10	38.5434	0	3.65179	0
10	59.8767	0	4.09229	0
10	61.847	0	4.12466	0
10	65.6012	0	4.18359	0
10	86.6242	0	4.46158	0
10	59.1991	0	4.08091	0
10	71.7198	0	4.27277	0
10	79.5876	0	4.37686	0
10	81.0462	0	4.39502	0
10	125.314	24.5656	4.83082	0
10	115.189	14.7402	4.74658	0
10	138.098	36.9716	4.92796	0
10	81.6565	0	4.40252	0
10	86.734	0	4.46285	0
10	39.3984	0	3.67373	0
10	65.4105	0	4.18068	0
10	68.7846	0	4.23098	0
10	80.8639	0	4.39277	0
10	51.3086	0	3.93786	0
10	80.6602	0	4.39024	0
10	100.026	0.0252952	4.60543	0
10	56.1781	0	4.02853	0
10	78.2925	0	4.36045	0
10	150.957	49.4508	5.01699	0
10	159.057	57.3114	5.06926	0
10	64.2205	0	4.16232	0
10	98.0969	0	4.58596	0
10	48.8938	0	3.88965	0
10	112.763	12.3854	4.72529	0
10	110.683	10.3675	4.70667	0
10	29.0777	0	3.36997	0
10	84.8813	0	4.44125	0
10	35.7734	0	3.57721	0
10	123.837	23.1324	4.81897	0
10	101.836	1.78195	4.62337	0
10	63.0897	0	4.14456	0
10	96.0823	0	4.56521	0
10	101.774	1.72114	4.62275	0
10	57.065	0	4.04419	0
10	107.289	7.07324	4.67552	0
10	153.636	52.0507	5.03459	0
10	62.2451	0	4.13108	0
10	179.504	77.154	5.1902	0
10	137.804	36.6871	4.92584	0
10	50.1796	0	3.91561	0
10	76.2411	0	4.3339	0
10	93.5551	0	4.53855	0
10	114.812	14.3738	4.74329	0
10	39.8875	0	3.68606	0
10	65.8433	0	4.18728	0
10	64.914	0	4.17306	0
10	154.981	53.356	5.0433	0
10	83.3032	0	4.42249	0
10	133.195	32.2144	4.89182	0
10	159.174	57.4256	5.07	0
10	153.939	52.3445	5.03655	0
10	148.923	47.4766	5.00343	0
10	85.3841	0	4.44716	0
10	67.8101	0	4.21671	0
10	144.398	43.0856	4.97257	0
10	104.157	4.03422	4.6459	0
10	101.65	1.60079	4.62153	0
10	122.513	21.8478	4.80822	0
10	88.9691	0	4.48829	0
10	88.2053	0	4.47967	0
10	191.771	89.0589	5.2563	0
10	128.263	27.428	4.85409	0
10	99.1939	0	4.59708	0
10	121.76	21.1172	4.80205	0
10	98.6172	0	4.59125	0
10	153.859	52.2671	5.03604	0
10	75.7926	0	4.328	0
10	80.4822	0	4.38804	0
10	79.7902	0	4.3794	0
10	45.6674	0	3.82138	0
10	31.9316	0	3.4636	0
10	82.9881	0	4.4187	0
10	32.696	0	3.48725	0
10	42.5625	0	3.75097	0
10	49.9549	0	3.91112	0
10	249.997	145.564	5.52145	0
10	74.2922	0	4.30801	0
10	80.1437	0	4.38382	0
10	80.6255	0	4.38982	0
10	122.471	21.8068	4.80787	0
10	101.563	1.51662	4.62068	0
10	92.1901	0	4.52385	0
10	96.332	0	4.5678	0
10	69.4153	0	4.24011	0
10	74.8486	0	4.31547	0
10	49.0637	0	3.89312	0
